2872734,78040,323272
2872735,78040,323272
2872736,78040,323272
2872737,78040,323272
2872738,78040,323272
2872739,78040,323272
2872740,78040,323272
2872741,78040,323272
2872743,78040,323272
2872744,78040,323272
2872745,78040,323272
2872746,78040,323272
2872747,78040,323272
2872748,78040,323272
2872749,78040,323272
2872750,78040,323272
2872751,78040,323272
2872752,78040,323272
2872753,78040,323272
2872754,78040,323272
2872755,78040,323272
2872756,78040,323272
2872757,78040,323272
2872758,78040,323272
2872759,78040,323272
2872760,78040,323272
2872761,78040,323272
2872762,78040,323272
2872763,78040,323272
2872764,78040,323272
2872766,78040,323272
2872767,78040,323272
2872768,78040,323272
2872769,78040,323272
2872770,78040,323272
2872771,78040,323272
2872772,78040,323272
2872776,75167,500664
2872777,75167,500664
2872778,75167,500664
2872779,75167,500664
2872780,75167,500664
2872781,75167,500664
2872782,75167,500664
2872786,140872,534438
2872815,1348611,639931
2872833,1533696,769310
2872846,12795,726799
2872871,10215,769325
2872872,10215,769325
2872890,143052,769326
2872891,143052,769326
2872893,143052,769326
2872894,143052,769326
2872896,143052,769326
2872898,143052,769326
2872899,143052,769326
2872922,119454,806746
2872953,5025,769364
2873000,10691,597890
2873001,1324437,769371
2873003,1177257,163652
2873004,1177257,163652
2873013,202032,769375
2873025,1772028,769377
2873029,123077,770713
2873030,1444691,769383
2873031,1444691,769383
2873042,17074,769388
2873043,856,250625
2873061,51006,728195
2873062,51006,728195
2873063,643,638032
2873065,51006,728195
2873066,127825,387818
2873067,127825,387818
2873068,127825,387818
2873071,3197,493621
2873072,2880751,771608
2873074,127825,387818
2873075,127825,387818
2873076,127825,387818
2873077,127825,387818
2873082,127825,387818
2873083,127825,387818
2873084,127825,387818
2873085,127825,387818
2873086,127825,387818
2873087,127825,387818
2873088,127825,387818
2873089,127825,387818
2873093,32512,270153
2873095,32512,270153
2873098,78042,769255
2873099,32512,270153
2873100,78042,769255
2873101,78042,769255
2873102,37251,818792
2873108,32512,270153
2873109,32512,270153
2873110,78042,769255
2873111,78042,769255
2873112,78042,769255
2873122,10727,769401
2873126,544754,769402
2873138,1460315,647341
2873151,1320669,152900
2873157,28113,580411
2873158,28113,580411
2873159,28113,580411
2873160,1048566,553500
2873161,1048566,553500
2873186,539,544401
2873187,53,81796
2873222,4635,475317
2873224,4635,475317
2873225,4635,475317
2873230,84497,698128
2873239,12742,317013
2873246,59620,769420
2873272,3523,67556
2873273,3523,67556
2873274,3523,67556
2873275,3523,67556
2873276,3523,67556
2873277,3523,67556
2873278,3523,67556
2873279,3523,67556
2873302,97621,230619
2873304,14821,490056
2873305,14822,103095
2873306,14822,103095
2873325,97621,230619
2873332,3651,449267
2873353,27426,694234
2873355,25819,606954
2873356,25819,606954
2873367,93727,769467
2873387,1076809,728206
2873391,1488468,769468
2873394,2371446,769489
2873396,2371446,769489
2873397,2371446,769489
2873398,2371446,769489
2873399,2371446,769489
2873414,32286,769493
2873415,49877,793836
2873417,127372,225750
2873418,290,4375
2873426,97929,571489
2873428,97929,571489
2873429,97929,571489
2873431,97929,571489
2873432,97929,571489
2873433,97929,571489
2873434,97929,571489
2873436,97929,571489
2873438,32286,769493
2873440,32286,769493
2873441,32286,769493
2873466,968813,769503
2873467,968813,769503
2873469,968813,769503
2873471,968813,769503
2873472,968813,769503
2873473,968813,769503
2873477,143661,769506
2873478,143661,769506
2873499,72889,289607
2873500,72889,289607
2873502,72889,289607
2873503,30956,422222
2873563,18848,526410
2873564,1055165,638489
2873566,1055165,638489
2873568,1055165,638489
2873570,2305430,765669
2873571,139969,769518
2873573,1644591,769521
2873576,1644591,769521
2873577,49114,250950
2873582,49114,250950
2873583,49114,250950
2873585,49114,250950
2873586,49114,250950
2873588,49114,250950
2873589,49114,250950
2873591,49114,250950
2873597,2305430,765669
2873605,2305430,765669
2873613,124874,422005
2873621,121082,769534
2873623,121082,769534
2873625,121082,769534
2873633,123049,64672
2873647,193295,769537
2873652,93372,769549
2873679,124042,769565
2873696,27110,746045
2873699,31695,769573
2873700,27110,746045
2873741,23346,853847
2873755,77234,628534
2873756,77234,628534
2873759,21523,796964
2873760,122402,408487
2873761,122402,408487
2873762,122402,408487
2873763,122402,408487
2873764,122402,408487
2873766,122402,408487
2873767,122402,408487
2873768,122402,408487
2873769,122402,408487
2873770,122402,408487
2873772,122402,408487
2873775,122402,408487
2873782,122402,408487
2873783,122402,408487
2873784,122402,408487
2873785,388,645689
2873801,150469,805678
2873811,235113,810712
2873820,1138249,763885
2873853,125578,769628
2873854,74912,735124
2873867,1154282,728907
2873868,211621,769633
2873869,47943,821093
2873896,2376,30874
2873906,2376,30874
2873907,2376,30874
2873909,29258,769662
2873910,2376,30874
2873913,2376,30874
2873916,2376,30874
2873918,2376,30874
2873920,2376,30874
2873921,2376,30874
2873922,467271,769664
2873923,467271,769664
2873924,467271,769664
2873925,467271,769664
2873926,467271,769664
2873927,21315,845061
2873930,33016,398124
2873932,33016,398124
2873955,21315,649006
2873963,2262628,769683
2873968,18607,788435
2873971,5377,19316
2873973,5377,19316
2873974,5377,19316
2873979,99508,833393
2873987,1104,769689
2873988,1104,769689
2873990,1104,769689
2873999,1728481,769698
2874000,1728481,769698
2874001,1728481,769698
2874002,1728481,769698
2874003,1728481,769698
2874004,1728481,769698
2874005,1728481,769698
2874007,1728481,769698
2874008,1728481,769698
2874009,1728481,769698
2874010,1728481,769698
2874011,1728481,769698
2874012,1728481,769698
2874080,39121,769712
2874106,104672,844985
2874132,543602,628270
2874136,543602,628270
2874137,66606,769734
2874138,66606,769734
2874139,66606,769734
2874140,66606,769734
2874182,378,790386
2874183,212749,618219
2874184,212749,618219
2874186,212749,618219
2874187,29433,40145
2874213,2371165,766008
2874229,1288347,572746
2874231,1288347,572746
2874232,13275,81282
2874233,124493,19529
2874261,1082612,848405
2874272,29832,703328
2874307,53955,778850
2874308,53955,778850
2874310,60136,608111
2874311,60136,608111
2874313,60136,608111
2874314,60136,608111
2874317,60136,608111
2874318,60136,608111
2874319,60136,608111
2874327,58039,254591
2874339,1054298,769822
2874340,1054298,769822
2874341,3932,12555
2874343,3932,12555
2874348,3932,12555
2874353,3932,12555
2874354,3932,12555
2874357,3932,12555
2874361,3932,12555
2874362,3932,12555
2874364,3932,12555
2874365,3932,12555
2874369,593039,769825
2874370,593039,769825
2874371,3932,12555
2874376,3932,12555
2874387,1212,26850
2874390,103060,318647
2874392,17817,686144
2874397,1212,26850
2874400,1224860,769838
2874408,1224860,769838
2874409,1224860,769838
2874418,21037,41762
2874476,54708,524142
2874477,54708,524142
2874478,54708,524142
2874480,11370,122300
2874572,2329601,606787
2874574,2329601,606787
2874575,2329601,606787
2874577,2329601,606787
2874578,2329601,606787
2874581,2329601,606787
2874584,2329601,606787
2874587,2329601,606787
2874589,2329601,606787
2874619,1909,550651
2874622,1909,550651
2874624,1909,550651
2874635,1909,550651
2874636,1909,550651
2874637,124874,422005
2874638,1909,550651
2874639,124874,422005
2874641,124874,422005
2874642,124874,422005
2874645,124874,422005
2874647,124874,422005
2874650,6103,211490
2874658,21235,54556
2874664,9193,213515
2874665,9193,213515
2874666,9193,213515
2874667,9193,213515
2874668,9193,213515
2874669,9193,213515
2874670,9193,213515
2874672,9193,213515
2874673,9193,213515
2874674,9193,213515
2874676,9193,213515
2874677,9193,213515
2874678,9193,213515
2874679,9193,213515
2874681,9193,213515
2874683,9193,213515
2874684,9193,213515
2874686,9193,213515
2874687,9193,213515
2874690,9193,213515
2874692,9193,213515
2874696,9193,213515
2874697,9193,213515
2874698,9193,213515
2874699,9193,213515
2874700,9193,213515
2874701,9193,213515
2874702,9193,213515
2874704,9193,213515
2874706,9193,213515
2874712,122402,21501
2874713,122402,21501
2874714,122402,21501
2874715,122402,21501
2874717,122402,21501
2874718,122402,21501
2874719,1411925,786584
2874743,66643,408321
2874744,147,769921
2874748,66643,408321
2874749,66643,408321
2874752,66643,408321
2874756,66643,408321
2874762,1189531,774576
2874770,22082,733032
2874771,22082,733032
2874772,22082,733032
2874773,22082,733032
2874774,22082,733032
2874775,22082,733032
2874792,29934,746467
2874794,29934,746467
2874804,4302,769936
2874842,24730,769952
2874843,24730,769952
2874854,2769,179057
2874856,2744,261107
2874859,2744,261107
2874866,2744,261107
2874872,2744,261107
2874876,2744,261107
2874888,29466,740999
2874900,9378,769932
2874910,398,189318
2874923,3810,102232
2874926,3810,102232
2874930,3810,102232
2874935,3810,102232
2874936,3810,102232
2874946,4637,763806
2874948,4637,763806
2874950,4637,763806
2874952,4637,763806
2874957,4637,763806
2874961,4637,763806
2874963,4637,763806
2874991,237747,769987
2874997,237747,769987
2875046,219852,519717
2875049,219852,519717
2875052,69759,756949
2875065,30351,750602
2875124,19812,770034
2875125,19812,770034
2875127,19812,770034
2875135,52131,770048
2875136,52131,770048
2875143,17094,770038
2875144,17094,770038
2875145,17094,770038
2875146,17094,770038
2875153,17094,770038
2875162,6817,257524
2875163,6817,257524
2875169,94886,838664
2875172,127247,267118
2875208,9979,770081
2875209,9979,770081
2875213,1882128,611754
2875215,1882128,812962
2875231,8629,142609
2875232,1665,12404
2875246,1665,12404
2875247,1665,12404
2875249,1665,12404
2875250,1665,12404
2875253,1665,12404
2875254,1665,12404
2875255,1665,12404
2875256,1665,12404
2875257,1665,12404
2875258,1665,12404
2875276,142237,770099
2875285,1454084,650170
2875292,125578,810482
2875296,142237,770099
2875303,52234,770033
2875304,52234,770033
2875306,52234,770033
2875307,52234,770033
2875308,52234,770033
2875309,52234,770033
2875325,109003,770031
2875326,109003,770031
2875327,109003,770031
2875330,109003,770031
2875331,109003,770031
2875332,109003,770031
2875335,121798,446156
2875343,1001667,770108
2875346,96480,770119
2875351,135593,806530
2875362,20180,756371
2875373,2663214,770093
2875379,2663214,770093
2875380,2663214,770093
2875382,2663214,770093
2875402,975099,771418
2875407,1705984,770134
2875410,1819365,624731
2875435,125578,770146
2875441,139035,481213
2875453,125578,770146
2875454,113365,770015
2875456,113365,770015
2875457,113365,770015
2875458,113365,770015
2875459,113365,770015
2875460,113365,770015
2875461,113365,770015
2875462,113365,770015
2875463,113365,770015
2875465,113365,770015
2875466,113365,770015
2875467,113365,770015
2875468,1852472,606278
2875469,113365,770015
2875470,113365,770015
2875471,1852472,606278
2875472,1852472,606278
2875473,1852472,606278
2875474,1852472,606278
2875475,1852472,606278
2875476,1852472,606278
2875477,1852472,606278
2875491,225207,323156
2875497,1599252,595108
2875498,1599252,595108
2875523,1038535,469787
2875524,1038535,469787
2875528,59136,770004
2875530,59136,770004
2875531,59136,770004
2875554,26163,769972
2875555,26163,769972
2875556,26163,769972
2875632,237801,385925
2875633,237801,385925
2875634,1164816,248121
2875635,237911,770170
2875636,237911,770170
2875637,237911,770170
2875657,1373156,477826
2875658,1373156,477826
2875661,1373156,477826
2875663,1373156,477826
2875664,1373156,477826
2875670,29832,703328
2875671,29832,703328
2875672,29832,703328
2875689,51860,767000
2875700,592495,770194
2875703,1226222,851438
2875705,592495,770194
2875709,592495,770194
2875773,7823,770220
2875774,7823,770220
2875780,142592,770225
2875783,75659,472645
2875788,51965,767449
2875789,51965,767449
2875801,75659,472645
2875802,1186193,722374
2875831,2925,253271
2875835,2925,253271
2875836,2925,253271
2875838,2694296,769970
2875839,2694296,769970
2875840,2694296,769970
2875841,2694296,769970
2875842,2694296,769970
2875843,2694296,769970
2875844,2694296,769970
2875845,2694296,769970
2875851,109468,769964
2875853,109468,769964
2875854,109468,769964
2875855,109468,769964
2875856,8497,75471
2875857,109468,769964
2875858,109468,769964
2875859,109468,769964
2875860,109468,769964
2875861,109468,769964
2875886,400,26599
2875890,140538,769963
2875891,140538,769963
2875892,74912,769958
2875893,140538,769963
2875894,140538,769963
2875895,140538,769963
2875896,140538,769963
2875911,113365,769961
2875912,113365,769961
2875915,113365,769961
2875916,113365,769961
2875917,1054298,272307
2875918,113365,769961
2875919,113365,769961
2875920,1054298,272307
2875921,113365,769961
2875922,113365,769961
2875923,1054298,272307
2875924,113365,769961
2875925,113365,769961
2875926,113365,769961
2875927,113365,769961
2875928,113365,769961
2875929,1054298,272307
2875930,1054298,272307
2875962,979279,705891
2876044,2011779,726502
2876045,2011779,726502
2876055,11768,19185
2876066,11768,19185
2876067,11768,19185
2876068,11768,19185
2876072,11768,19185
2876075,11768,19185
2876103,1139724,770311
2876105,1139724,770311
2876113,558820,374188
2876119,558820,374188
2876122,558820,374188
2876125,558820,374188
2876128,558820,374188
2876131,558820,374188
2876196,589728,770318
2876199,589728,770318
2876201,589728,770318
2876220,141266,584629
2876221,141266,584629
2876252,112464,625579
2876254,22122,770325
2876272,8434,770352
2876273,8434,770352
2876274,8434,770352
2876290,101618,662628
2876292,101618,662628
2876293,101618,662628
2876294,101618,662628
2876297,101618,662628
2876300,290,228443
2876308,1264193,404199
2876336,113365,770042
2876337,94198,770369
2876340,113365,770042
2876341,113365,770042
2876344,113365,770042
2876347,71408,769901
2876348,1234,807979
2876349,113365,770042
2876352,1424892,643076
2876353,113365,770042
2876355,113365,770042
2876357,113365,770042
2876358,113365,770042
2876359,113365,770042
2876360,113365,770042
2876364,113365,770042
2876367,27177,770374
2876373,27177,770374
2876376,10262,267746
2876377,10262,267746
2876406,3,770381
2876408,3,770381
2876410,3,770381
2876411,3,770381
2876412,3,770381
2876413,3,770381
2876415,3,770381
2876418,1775918,770382
2876422,26724,502376
2876428,131983,770204
2876430,131983,770204
2876431,131983,770204
2876433,131983,770204
2876434,1355654,768574
2876440,94198,571148
2876442,94198,571148
2876443,94198,571148
2876444,94198,571148
2876445,94198,571148
2876446,1355654,768574
2876455,239728,770391
2876459,1576820,770393
2876462,1576820,770393
2876465,1576820,770393
2876466,1576820,770393
2876468,1576820,770393
2876469,1576820,770393
2876471,1576820,770393
2876479,1576820,770393
2876484,1576820,770393
2876486,1576820,770393
2876508,15121,770409
2876509,15121,770409
2876510,15121,770409
2876511,1576820,770393
2876512,1576820,770393
2876514,1576820,770393
2876522,997887,770415
2876523,997887,770415
2876524,997887,770415
2876530,93225,770414
2876550,164544,770421
2876568,1879843,770430
2876569,1879843,770430
2876570,1879843,770430
2876596,1220503,770433
2876597,1220503,770433
2876615,19803,770041
2876616,19803,770041
2876617,19803,770041
2876619,19803,770041
2876621,19803,770041
2876648,74912,618090
2876649,74912,769958
2876653,74912,769958
2876654,74912,769958
2876655,36071,748897
2876656,74912,769958
2876657,74912,769958
2876658,31924,754001
2876659,74912,769958
2876660,36071,748897
2876662,36071,748897
2876663,74912,769958
2876664,74912,769958
2876665,74912,769958
2876666,74912,769958
2876667,74912,769958
2876668,74912,769958
2876669,74912,769958
2876671,74912,769958
2876672,74912,769958
2876683,31363,737766
2876702,17019,744733
2876711,224318,770456
2876739,1570322,770461
2876742,1570322,770461
2876744,2262876,770465
2876745,2262876,770465
2876756,1141,121702
2876757,1141,121702
2876758,1141,121702
2876759,1141,121702
2876762,24462,770469
2876777,1455963,765810
2876806,16406,384471
2876812,16406,384471
2876813,16406,384471
2876831,10698,204668
2876832,10698,204668
2876833,10698,204668
2876834,10698,204668
2876835,10698,204668
2876836,10698,204668
2876837,10698,204668
2876838,10698,204668
2876839,10698,204668
2876840,10698,204668
2876841,10698,204668
2876842,10698,204668
2876843,10698,204668
2876844,10698,204668
2876845,10698,204668
2876848,10698,334304
2876849,10698,334304
2876850,10698,334304
2876851,10698,434358
2876852,10698,434358
2876853,10698,434358
2876854,10698,434358
2876857,10698,434358
2876859,10698,434358
2876860,10698,434358
2876861,10698,434358
2876866,19363,63418
2876868,19363,63418
2876870,19363,63418
2876871,19363,63418
2876872,19363,63418
2876873,19363,63418
2876874,19363,63418
2876875,19363,63418
2876877,19363,63418
2876879,19363,63418
2876880,19363,63418
2876881,19363,63418
2876882,19363,63418
2876883,995,754929
2876884,19363,63418
2876885,19363,63418
2876892,5659,614282
2876921,105808,767022
2877001,146362,764517
2877002,146362,764517
2877012,1261694,770508
2877015,1261694,770508
2877016,1261694,770508
2877017,1261694,770508
2877018,1261694,770508
2877019,1261694,770508
2877022,1261694,770508
2877025,1261694,770508
2877064,37583,58506
2877066,37583,58506
2877067,37583,58506
2877069,37583,58506
2877073,979961,770517
2877080,1298381,770499
2877085,142016,674255
2877136,31699,363060
2877137,31699,363060
2877141,31699,363060
2877142,31699,363060
2877143,31699,363060
2877144,31699,363060
2877145,31699,363060
2877146,31699,363060
2877147,31699,363060
2877155,1522638,766208
2877169,9706,573730
2877235,90210,770556
2877236,8600,204351
2877237,43173,345232
2877239,43173,345232
2877243,69196,541340
2877245,117950,456158
2877267,2957,770567
2877269,2957,770567
2877270,2957,770567
2877271,2957,770567
2877272,2957,770567
2877273,2957,770567
2877279,89968,372058
2877287,1385911,770569
2877307,94309,770574
2877308,94309,770574
2877309,94309,770574
2877310,94309,770574
2877352,677,52475
2877383,1268071,770593
2877386,536,672647
2877405,9706,573730
2877414,1145,363902
2877433,1017019,550501
2877436,11023,80008
2877437,11023,80008
2877442,11023,80008
2877447,11023,80008
2877451,224318,770456
2877452,224318,770456
2877453,224318,770456
2877455,224318,770456
2877456,224318,770456
2877457,224318,770456
2877458,224318,770456
2877459,224318,770456
2877460,224318,770456
2877461,224318,770456
2877462,224318,770456
2877463,224318,770456
2877464,224318,770456
2877465,224318,770456
2877466,224318,770456
2877467,224318,770456
2877468,224318,770456
